Film_ID,Film_Name,Year,Decade,Role_Type,Film_Type,Career_Phase,Director,Lead_Actress,Co_Actor_Male_Lead,Music_Director,Production_House,Genre_Category,Verdict,Budget_Crores,Estimated_Collection_Crores,Inflation_Adjusted_Collection_2025,Box_Office_OpeningDay_Cr,Language,IMDB_Rating,Duration_Minutes,Release_Month,Number_of_Songs,Awards_Nominations,Character_Name,Notable_Song,Film_Status,Special_Notes
203,Trinetra,1998,1990s,Lead,Multi-starrer,Character Artist,Prakash Mehra,Rekha,Bobby Deol,R.D. Burman,Rajshri Productions,Drama,Average,7.26,101,808.0,2.89,Hindi,7.6,120,October,7,0,Veeru,Dream Girl,Regular,
204,Do Fantoosh,1995,1990s,Lead,Ensemble,Character Artist,Arjun Hingorani,Rakhee,Rajesh Khanna,Unknown,B.R. Films,Family,Average,3.77,40,320.0,1.14,Hindi,7.1,153,November,6,0,Raja,Mehbooba Mehbooba,Regular,
205,Jurm,1992,1990s,Lead,Ensemble,Late Peak,Anil Sharma,Sharmila Tagore,Rajesh Khanna,Madan Mohan,Prakash Mehra Productions,Thriller,Hit,8.28,21,168.0,0.6,Hindi,7.1,148,September,7,0,Singh,Yeh Dosti,Regular,
206,Phool Aur Kaante,1993,1990s,Lead,Ensemble,Late Peak,Prakash Mehra,Asha Parekh,Vinod Khanna,Kalyanji-Anandji,B.R. Films,Family,Blockbuster,8.73,280,2240.0,8.0,Hindi,6.1,167,April,8,0,Raja,Koi Haseena Jab,Regular,
207,Kshatriya,1993,1990s,Character Artist,Ensemble,Late Peak,Prakash Mehra,Mumtaz,Jeetendra,Madan Mohan,Dharma Productions,Comedy,Average,7.52,32,256.0,0.91,Hindi,7.0,166,March,8,0,Singh,Chupke Chupke Title,Regular,
208,Life in a Metro,2002,2000s,Lead,Ensemble,Character Artist,Hrishikesh Mukherjee,Mumtaz,None,Ravi,Deol Films,Comedy,Average,7.43,24,192.0,0.69,Hindi,6.5,132,July,7,0,Vijay,Mehbooba Mehbooba,Regular,
209,Apne,2009,2000s,Character Artist,Multi-starrer,Comeback,Arjun Hingorani,Neetu Singh,Amitabh Bachchan,Salil Chowdhury,Sippy Films,Thriller,Super Hit,26.65,100,280.0,12.5,Hindi,7.0,167,August,4,0,Vijay,Holi Ke Din,Regular,Film with sons Sunny & Bobby
210,Heroes,2002,2000s,Character Artist,Ensemble,Character Artist,Unknown,Unknown,None,R.D. Burman,Prakash Mehra Productions,Action,Hit,2.85,48,384.0,1.37,Hindi,5.8,168,November,4,0,Vijay,Dream Girl,Regular,
211,Teesri Aankh,2002,2000s,Lead,Multi-starrer,Character Artist,Ramesh Sippy,Rekha,Rajesh Khanna,Ravi,Deol Films,Action-Drama,Hit,8.91,135,1080.0,3.86,Hindi,7.0,172,February,4,0,Prem,Holi Ke Din,Regular,
212,Johnny Gaddaar,2003,2000s,Lead,Multi-starrer,Character Artist,Arjun Hingorani,Unknown,Sunny Deol,Ravi,Deol Films,Romance,Flop,8.52,34,272.0,0.97,Hindi,7.8,148,July,7,0,Ajay,Koi Haseena Jab,Regular,
213,Jhooth Bole Kauwa Kaate,2006,2000s,Character Artist,Multi-starrer,Character Artist,B.R. Chopra,Rakhee,Bobby Deol,Unknown,Prakash Mehra Productions,Family,Flop,16.73,118,330.0,14.75,Hindi,5.7,158,December,4,0,Singh,Pal Pal Dil Ke Paas,Regular,
214,Kaun Hai Jo Sapno Mein Aaya,2003,2000s,Lead,Ensemble,Character Artist,B.R. Chopra,Asha Parekh,Shatrughan Sinha,R.D. Burman,Dharma Productions,Thriller,Average,2.87,43,344.0,1.23,Hindi,7.7,143,May,6,0,None,None,Regular,
215,Zindagi Khoobsurat Hai,2008,2000s,Character Artist,Ensemble,Comeback,Prakash Mehra,Neetu Singh,None,Kalyanji-Anandji,B.R. Films,Family,Average,34.12,92,258.0,11.5,Hindi,6.5,145,November,8,0,Dharam,None,Regular,
216,Chal Mere Bhai,2000,2000s,Lead,Multi-starrer,Character Artist,Ramesh Sippy,Jaya Bhaduri,Rajesh Khanna,Unknown,Sippy Films,Comedy,Average,1.55,189,1512.0,5.4,Hindi,7.5,136,May,6,0,Prem,Holi Ke Din,Regular,
217,Dillagi (2000s),2007,2000s,Character Artist,Multi-starrer,Comeback,Raj Sippy,Rakhee,Bobby Deol,Unknown,B.R. Films,Action-Drama,Average,26.59,193,540.0,24.12,Hindi,7.3,126,March,4,0,Baldev,Jatt Yamla Pagla,Regular,
218,Humko Deewana Kar Gaye,2006,2000s,Character Artist,Ensemble,Character Artist,Anil Sharma,Rekha,Sanjeev Kumar,Salil Chowdhury,Rajshri Productions,Family,Average,27.11,130,364.0,16.25,Hindi,6.8,132,May,6,0,Raja,Pal Pal Dil Ke Paas,Regular,
219,Sholay 3D Tribute,2001,2000s,Lead,Multi-starrer,Character Artist,Vijay Anand,Mumtaz,Jeetendra,Salil Chowdhury,B.R. Films,Romance,Hit,6.89,79,632.0,2.26,Hindi,7.2,124,December,4,0,Raj,None,Regular,
220,Aap Ki Khatir,2007,2000s,Character Artist,Ensemble,Comeback,Ramesh Sippy,Zeenat Aman,Raj Babbar,Khayyam,Unknown,Comedy,Hit,32.29,84,235.0,10.5,Hindi,7.5,145,February,7,0,Ram,Pal Pal Dil Ke Paas,Regular,
221,Ek Aur Ek Gyarah,2000,2000s,Lead,Multi-starrer,Character Artist,Vijay Anand,Asha Parekh,Vinod Khanna,Khayyam,Prakash Mehra Productions,Romance,Flop,7.97,161,1288.0,4.6,Hindi,6.5,168,April,6,0,Rakesh,Mehbooba Mehbooba,Regular,
222,23rd March 1931: Shaheed,2008,2000s,Supporting,Ensemble,Comeback,Arjun Hingorani,Hema Malini,Bobby Deol,S.D. Burman,Sippy Films,Action-Drama,Hit,38.7,40,112.0,5.0,Hindi,6.3,122,June,7,0,Dharam,Pal Pal Dil Ke Paas,Regular,
223,Kis Kis Ko Pyaar Karoon,2008,2000s,Character Artist,Multi-starrer,Comeback,Arjun Hingorani,Unknown,Sunny Deol,Laxmikant-Pyarelal,B.R. Films,Family,Flop,27.14,15,42.0,1.88,Hindi,7.1,126,January,7,0,Kanwal,Main Jat Yamla Pagla Deewana,Regular,
224,Money Hai Toh Honey Hai,2001,2000s,Lead,Ensemble,Character Artist,Vijay Anand,Neetu Singh,Sunny Deol,R.D. Burman,Sippy Films,Drama,Flop,2.37,13,104.0,0.37,Hindi,7.4,168,October,5,0,Inspector,Koi Haseena Jab,Regular,
225,Kisna,2006,2000s,Character Artist,Ensemble,Character Artist,Anil Sharma,Unknown,Bobby Deol,R.D. Burman,Sippy Films,Family,Flop,29.08,103,288.0,12.88,Hindi,7.3,158,April,4,0,Baldev,None,Regular,
226,Ek Tha Raja Ek Thi Rani (2000s),2009,2000s,Character Artist,Multi-starrer,Comeback,Ramesh Sippy,Asha Parekh,Sunny Deol,Ravi,Rajshri Productions,Action-Drama,Average,15.53,194,543.0,24.25,Hindi,7.4,172,June,8,0,None,Pal Pal Dil Ke Paas,Regular,
227,Yamla Pagla Deewana,2002,2000s,Character Artist,Multi-starrer,Character Artist,Raj Sippy,Unknown,Jeetendra,R.D. Burman,Rajshri Productions,Family,Average,2.07,35,280.0,1.0,Hindi/Punjabi,6.6,120,September,4,0,Raj,Holi Ke Din,Regular,
228,Yamla Pagla Deewana 2,2016,2010s,Character Artist,Ensemble,Comeback,Prakash Mehra,Asha Parekh,Sunny Deol,R.D. Burman,Prakash Mehra Productions,Thriller,Flop,17.11,79,221.0,9.88,Hindi/Punjabi,7.4,168,November,8,0,Dharam,Yeh Dosti,Regular,
229,Yamla Pagla Deewana: Phir Se,2019,2010s,Supporting,Multi-starrer,Comeback,Hrishikesh Mukherjee,Unknown,None,Laxmikant-Pyarelal,Dharma Productions,Family,Average,6.6,29,81.0,3.62,Hindi/Punjabi,5.9,136,November,4,0,Ram,Main Jat Yamla Pagla Deewana,Regular,
230,Second Hand Husband,2018,2010s,Character Artist,Multi-starrer,Comeback,Arjun Hingorani,Sharmila Tagore,Raj Babbar,Khayyam,Unknown,Action,Hit,39.07,99,277.0,12.38,Hindi,6.8,162,February,7,0,Prem,Main Jat Yamla Pagla Deewana,Regular,
231,Poster Boys,2013,2010s,Supporting,Ensemble,Comeback,B.R. Chopra,Jaya Bhaduri,Sunny Deol,Khayyam,Deol Films,Family,Hit,31.24,135,378.0,16.88,Hindi,5.6,144,November,6,0,None,Jatt Yamla Pagla,Regular,
232,Shimla Mirchi,2010,2010s,Character Artist,Ensemble,Comeback,Anil Sharma,Rakhee,Raj Babbar,Kalyanji-Anandji,Sippy Films,Family,Average,31.54,12,34.0,1.5,Hindi,6.3,122,July,6,0,Veeru,Pal Pal Dil Ke Paas,Regular,
233,I Love NY,2011,2010s,Character Artist,Ensemble,Comeback,Hrishikesh Mukherjee,Rakhee,Rajesh Khanna,R.D. Burman,Dharma Productions,Romance,Average,5.77,19,53.0,2.38,Hindi,6.4,134,June,5,0,Rakesh,Jatt Yamla Pagla,Regular,
234,Double Dhamaal,2010,2010s,Character Artist,Multi-starrer,Comeback,Raj Sippy,Rekha,Amitabh Bachchan,Laxmikant-Pyarelal,Deol Films,Drama,Average,22.1,139,389.0,17.38,Hindi,6.5,148,February,8,0,Dharam,Jatt Yamla Pagla,Regular,
235,Ekkees Toppon Ki Salaami,2014,2010s,Character Artist,Ensemble,Comeback,Manmohan Desai,Hema Malini,Jeetendra,Khayyam,Deol Films,Romance,Flop,28.92,74,207.0,9.25,Hindi,7.1,172,August,8,0,Ajay,Yeh Dosti,Regular,
236,Do Knot Disturb,2014,2010s,Character Artist,Multi-starrer,Comeback,Prakash Mehra,Hema Malini,Amitabh Bachchan,Laxmikant-Pyarelal,Unknown,Romance,Hit,14.58,18,50.0,2.25,Hindi,6.5,162,July,8,0,Vijay,Mehbooba Mehbooba,Regular,
237,Blue,2016,2010s,Character Artist,Ensemble,Comeback,Arjun Hingorani,Rekha,Rajesh Khanna,Madan Mohan,Prakash Mehra Productions,Comedy,Average,19.92,172,482.0,21.5,Hindi,6.6,151,November,7,0,Vijay,Pal Pal Dil Ke Paas,Regular,
238,London Dreams,2018,2010s,Character Artist,Multi-starrer,Comeback,Prakash Mehra,Zeenat Aman,Jeetendra,R.D. Burman,Deol Films,Action,Flop,10.73,71,199.0,8.88,Hindi,6.1,145,May,8,0,Rakesh,Dream Girl,Regular,
239,Desi Boyz,2018,2010s,Supporting,Ensemble,Comeback,Hrishikesh Mukherjee,Rakhee,Bobby Deol,Kalyanji-Anandji,Unknown,Romance,Average,29.28,126,353.0,15.75,Hindi,6.4,135,December,6,0,Ram,None,Regular,
240,Paltan,2012,2010s,Supporting,Ensemble,Comeback,Prakash Mehra,Zeenat Aman,Bobby Deol,Ravi,Deol Films,Thriller,Flop,7.88,85,238.0,10.62,Hindi,6.1,144,May,7,0,Singh,Jatt Yamla Pagla,Regular,
241,Welcome to New York,2012,2010s,Character Artist,Ensemble,Comeback,Manmohan Desai,Asha Parekh,Raj Babbar,Khayyam,Sippy Films,Action-Drama,Flop,27.91,73,204.0,9.12,Hindi,5.8,173,July,4,0,Raj,Koi Haseena Jab,Regular,
242,Hero (cameo),2012,2010s,Character Artist,Ensemble,Comeback,Hrishikesh Mukherjee,Asha Parekh,Rajesh Khanna,Madan Mohan,Sippy Films,Thriller,Flop,38.28,81,227.0,10.12,Hindi,6.9,147,September,8,0,Prem,Chupke Chupke Title,Regular,
243,Singh Saab The Great,2013,2010s,Supporting,Multi-starrer,Comeback,Arjun Hingorani,Mumtaz,Raj Babbar,Laxmikant-Pyarelal,Yash Raj Films,Action-Drama,Flop,20.13,69,193.0,8.62,Hindi,7.1,128,November,8,0,Vijay,Koi Haseena Jab,Regular,
244,Bhaiaji Superhitt,2017,2010s,Character Artist,Ensemble,Comeback,Ramesh Sippy,Unknown,Vinod Khanna,Salil Chowdhury,Dharma Productions,Family,Hit,19.69,14,39.0,1.75,Hindi,7.0,120,September,4,0,Dharam,Yeh Dosti,Regular,
245,Tere Naal Love Ho Gaya,2015,2010s,Character Artist,Ensemble,Comeback,B.R. Chopra,Hema Malini,Sunny Deol,Unknown,B.R. Films,Comedy,Average,18.92,71,199.0,8.88,Hindi,6.6,148,September,8,0,Kanwal,Yeh Dosti,Regular,
246,Jatt Airways,2017,2010s,Character Artist,Ensemble,Comeback,Hrishikesh Mukherjee,Mumtaz,Shatrughan Sinha,R.D. Burman,Unknown,Action,Flop,39.44,98,274.0,12.25,Hindi/Punjabi,6.4,141,June,4,0,Raja,Holi Ke Din,Regular,
247,Apne 2,2010,2010s,Character Artist,Ensemble,Comeback,Unknown,Jaya Bhaduri,Vinod Khanna,R.D. Burman,Rajshri Productions,Thriller,Average,36.29,113,316.0,14.12,Hindi,7.5,135,October,7,0,Singh,Mehbooba Mehbooba,Regular,Film with sons Sunny & Bobby
248,Rocky Aur Rani Kii Prem Kahaani,2017,2010s,Character Artist,Ensemble,Comeback,Manmohan Desai,Rekha,Sunny Deol,Madan Mohan,Unknown,Action,Super Hit,12.46,100,280.0,12.5,Hindi,6.7,160,June,6,0,Raja,None,Final Film,Final major appearance at age 87
249,Tribute Documentary,2013,2010s,Character Artist,Ensemble,Comeback,Hrishikesh Mukherjee,Rekha,Jeetendra,Laxmikant-Pyarelal,B.R. Films,Thriller,Average,27.81,32,90.0,4.0,Hindi,6.7,170,March,4,0,Baldev,Jatt Yamla Pagla,Regular,
250,Classic Retrospective,2010,2010s,Character Artist,Ensemble,Comeback,Hrishikesh Mukherjee,Asha Parekh,Raj Babbar,S.D. Burman,Dharma Productions,Family,Average,35.25,154,431.0,19.25,Hindi,5.7,163,January,5,0,Raj,Koi Haseena Jab,Regular,
251,Lifetime Achievement Special,2017,2010s,Supporting,Ensemble,Comeback,Unknown,Rakhee,Jeetendra,R.D. Burman,Rajshri Productions,Action-Drama,Average,38.89,62,174.0,7.75,Hindi,6.4,170,July,4,0,Shankar,Chupke Chupke Title,Regular,
252,Final Interview,2013,2010s,Supporting,Multi-starrer,Comeback,Arjun Hingorani,Zeenat Aman,Jeetendra,S.D. Burman,B.R. Films,Drama,Average,35.4,188,526.0,23.5,Hindi,6.4,173,April,8,0,Singh,Yeh Dosti,Regular,
253,Legacy of He-Man,2015,2010s,Character Artist,Multi-starrer,Comeback,Hrishikesh Mukherjee,Hema Malini,Sunny Deol,Salil Chowdhury,Yash Raj Films,Comedy,Average,31.98,188,526.0,23.5,Hindi,6.5,160,January,7,0,Veeru,Yeh Dosti,Regular,
254,Yamla Pagla Deewana 2,2017,2010s,Character Artist,Ensemble,Comeback,B.R. Chopra,Mumtaz,Rajesh Khanna,Madan Mohan,Rajshri Productions,Thriller,Hit,31.64,24,67.0,3.0,Hindi/Punjabi,6.9,126,August,7,0,Rakesh,Mehbooba Mehbooba,Regular,
255,Yamla Pagla Deewana 2,2023,2020s,Supporting,Ensemble,Comeback,Prakash Mehra,Zeenat Aman,Sunny Deol,Laxmikant-Pyarelal,Sippy Films,Thriller,Average,9.59,164,459.0,20.5,Hindi/Punjabi,6.8,133,December,4,0,Baldev,Chupke Chupke Title,Regular,
256,Yamla Pagla Deewana: Phir Se,2022,2020s,Supporting,Ensemble,Comeback,Arjun Hingorani,Mumtaz,Sanjeev Kumar,Laxmikant-Pyarelal,B.R. Films,Family,Hit,37.23,106,297.0,13.25,Hindi/Punjabi,6.9,148,June,6,0,Shankar,Chupke Chupke Title,Regular,
257,Second Hand Husband,2020,2020s,Supporting,Ensemble,Comeback,B.R. Chopra,Unknown,Bobby Deol,Unknown,Unknown,Comedy,Flop,32.88,42,118.0,5.25,Hindi,7.3,138,June,5,0,Prem,Mehbooba Mehbooba,Regular,
258,Poster Boys,2022,2020s,Character Artist,Ensemble,Comeback,Arjun Hingorani,Jaya Bhaduri,Bobby Deol,Khayyam,Rajshri Productions,Action-Drama,Average,9.11,19,53.0,2.38,Hindi,7.4,138,February,7,0,Singh,Yeh Dosti,Regular,
259,Shimla Mirchi,2020,2020s,Character Artist,Ensemble,Comeback,B.R. Chopra,Jaya Bhaduri,Vinod Khanna,Khayyam,Yash Raj Films,Action-Drama,Flop,28.99,127,356.0,15.88,Hindi,7.2,121,January,8,0,Ajay,None,Regular,
260,I Love NY,2024,2020s,Supporting,Ensemble,Comeback,Manmohan Desai,Zeenat Aman,Bobby Deol,Ravi,Unknown,Thriller,Hit,12.02,118,330.0,14.75,Hindi,7.7,160,February,8,0,Ajay,Pal Pal Dil Ke Paas,Regular,
